simulation_id,start_node,end_node,path_A_distance,path_A_obstacle_cost,path_A_has_risk,path_B_distance,path_B_obstacle_cost,path_B_has_risk,distance_increase,safety_improved
455,黄荣远堂,平路C,220,0,False,220,0,False,0,False
456,陡坡B,轮渡码头入口,80,500,True,170,0,False,90,True
457,黄荣远堂,福建路路口,60,0,False,60,0,False,0,False
458,音乐厅,许家园,170,10,False,170,10,False,0,False
459,协和礼拜堂,海天堂构,200,10,False,200,0,False,0,True
460,陡坡B,许家园,170,0,False,170,0,False,0,False
461,轮渡码头入口,音乐厅,380,500,True,430,0,False,50,True
462,黄荣远堂,海天堂构,20,0,False,20,0,False,0,False
463,平路C,海天堂构,240,10,False,240,0,False,0,True
464,天主堂,协和礼拜堂,80,0,False,80,0,False,0,False
465,音乐厅,福建路路口,160,0,False,160,0,False,0,False
466,音乐厅,福建路路口,160,0,False,160,0,False,0,False
467,平路C,协和礼拜堂,40,0,False,40,0,False,0,False
468,轮渡码头入口,三岔路口A,50,0,False,50,0,False,0,False
469,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
470,轮渡码头入口,音乐厅,380,500,True,430,0,False,50,True
471,音乐厅,海天堂构,120,0,False,120,0,False,0,False
472,音乐厅,许家园,170,10,False,170,10,False,0,False
473,轮渡码头入口,音乐厅,380,500,True,430,0,False,50,True
474,音乐厅,海天堂构,120,0,False,120,0,False,0,False
475,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
476,黄荣远堂,协和礼拜堂,180,0,False,180,0,False,0,False
477,协和礼拜堂,天主堂,80,0,False,80,0,False,0,False
478,陡坡B,福建路路口,140,0,False,140,0,False,0,False
479,陡坡B,平路C,60,0,False,60,0,False,0,False
480,音乐厅,许家园,170,10,False,170,10,False,0,False
481,海天堂构,许家园,50,10,False,50,10,False,0,False
482,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
483,陡坡B,许家园,170,0,False,170,0,False,0,False
484,天主堂,黄荣远堂,100,0,False,100,0,False,0,False
485,天主堂,平路C,120,0,False,120,0,False,0,False
486,海天堂构,福建路路口,80,0,False,80,0,False,0,False
487,福建路路口,海天堂构,80,10,False,80,0,False,0,True
488,音乐厅,三岔路口A,330,500,True,380,0,False,50,True
489,轮渡码头入口,陡坡B,80,500,True,170,0,False,90,True
490,平路C,海天堂构,240,10,False,240,0,False,0,True
491,海天堂构,平路C,240,0,False,240,0,False,0,False
492,天主堂,音乐厅,200,0,False,200,0,False,0,False
493,音乐厅,协和礼拜堂,280,0,False,280,0,False,0,False
494,平路C,轮渡码头入口,110,0,False,110,0,False,0,False
495,福建路路口,音乐厅,160,0,False,160,0,False,0,False
496,三岔路口A,许家园,200,500,True,250,0,False,50,True
497,福建路路口,音乐厅,160,0,False,160,0,False,0,False
498,海天堂构,福建路路口,80,0,False,80,0,False,0,False
499,陡坡B,轮渡码头入口,80,500,True,170,0,False,90,True
500,许家园,轮渡码头入口,250,500,True,300,0,False,50,True
501,轮渡码头入口,许家园,250,500,True,300,0,False,50,True
502,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
503,三岔路口A,协和礼拜堂,50,500,True,100,0,False,50,True
504,福建路路口,协和礼拜堂,120,0,False,120,0,False,0,False
505,陡坡B,天主堂,100,0,False,100,0,False,0,False
506,陡坡B,音乐厅,300,0,False,300,0,False,0,False
507,音乐厅,三岔路口A,330,500,True,380,0,False,50,True
508,平路C,海天堂构,240,10,False,240,0,False,0,True
509,黄荣远堂,协和礼拜堂,180,0,False,180,0,False,0,False
510,福建路路口,三岔路口A,170,500,True,220,0,False,50,True
511,黄荣远堂,平路C,220,0,False,220,0,False,0,False
512,天主堂,协和礼拜堂,80,0,False,80,0,False,0,False
513,平路C,黄荣远堂,220,0,False,220,0,False,0,False
514,许家园,协和礼拜堂,150,0,False,150,0,False,0,False
515,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
516,音乐厅,天主堂,200,0,False,200,0,False,0,False
517,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
518,陡坡B,轮渡码头入口,80,500,True,170,0,False,90,True
519,黄荣远堂,协和礼拜堂,180,0,False,180,0,False,0,False
520,平路C,许家园,190,0,False,190,0,False,0,False
521,福建路路口,天主堂,40,0,False,40,0,False,0,False
522,黄荣远堂,福建路路口,60,0,False,60,0,False,0,False
523,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
524,许家园,协和礼拜堂,150,0,False,150,0,False,0,False
525,平路C,陡坡B,60,0,False,60,0,False,0,False
526,天主堂,三岔路口A,130,500,True,180,0,False,50,True
527,海天堂构,天主堂,120,0,False,120,0,False,0,False
528,音乐厅,平路C,320,0,False,320,0,False,0,False
529,许家园,平路C,190,0,False,190,0,False,0,False
530,许家园,海天堂构,50,10,False,50,10,False,0,False
531,三岔路口A,轮渡码头入口,50,0,False,50,0,False,0,False
532,许家园,黄荣远堂,70,10,False,70,10,False,0,False
533,天主堂,音乐厅,200,0,False,200,0,False,0,False
534,福建路路口,许家园,30,0,False,30,0,False,0,False
535,协和礼拜堂,平路C,40,0,False,40,0,False,0,False
536,陡坡B,天主堂,100,0,False,100,0,False,0,False
537,平路C,福建路路口,160,0,False,160,0,False,0,False
538,黄荣远堂,平路C,220,0,False,220,0,False,0,False
539,黄荣远堂,轮渡码头入口,280,500,True,330,0,False,50,True
540,黄荣远堂,天主堂,100,0,False,100,0,False,0,False
541,天主堂,音乐厅,200,0,False,200,0,False,0,False
542,三岔路口A,轮渡码头入口,50,0,False,50,0,False,0,False
543,协和礼拜堂,许家园,150,0,False,150,0,False,0,False
544,平路C,轮渡码头入口,110,0,False,110,0,False,0,False
545,许家园,音乐厅,170,10,False,170,10,False,0,False
546,平路C,黄荣远堂,220,0,False,220,0,False,0,False
547,平路C,天主堂,120,0,False,120,0,False,0,False
548,陡坡B,协和礼拜堂,20,0,False,20,0,False,0,False
549,平路C,黄荣远堂,220,0,False,220,0,False,0,False
550,三岔路口A,天主堂,130,500,True,180,0,False,50,True
551,许家园,三岔路口A,200,500,True,250,0,False,50,True
552,海天堂构,福建路路口,80,0,False,80,0,False,0,False
553,陡坡B,音乐厅,300,0,False,300,0,False,0,False
554,轮渡码头入口,三岔路口A,50,0,False,50,0,False,0,False
555,天主堂,黄荣远堂,100,0,False,100,0,False,0,False
556,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
557,音乐厅,陡坡B,300,0,False,300,0,False,0,False
558,协和礼拜堂,福建路路口,120,0,False,120,0,False,0,False
559,许家园,轮渡码头入口,250,500,True,300,0,False,50,True
560,黄荣远堂,平路C,220,0,False,220,0,False,0,False
561,三岔路口A,黄荣远堂,230,500,True,280,0,False,50,True
562,轮渡码头入口,音乐厅,380,500,True,430,0,False,50,True
563,陡坡B,天主堂,100,0,False,100,0,False,0,False
564,音乐厅,黄荣远堂,100,0,False,100,0,False,0,False
565,福建路路口,黄荣远堂,60,0,False,60,0,False,0,False
566,福建路路口,轮渡码头入口,220,500,True,270,0,False,50,True
567,音乐厅,陡坡B,300,0,False,300,0,False,0,False
568,陡坡B,福建路路口,140,0,False,140,0,False,0,False
569,轮渡码头入口,黄荣远堂,280,500,True,330,0,False,50,True
