simulation_id,start_node,end_node,path_A_distance,path_A_obstacle_cost,path_A_has_risk,path_B_distance,path_B_obstacle_cost,path_B_has_risk
752,黄荣远堂,福建路中段,40,20,False,40,20,False
753,海天堂构,协和礼拜堂,220,550,True,300,50,False
754,福建路中段,仰高别墅,130,400,True,130,400,True
755,轮渡码头入口,协和礼拜堂,80,0,False,80,0,False
756,轮渡码头入口,天主堂,120,500,True,140,0,False
757,福建路中段,许家园,70,30,False,70,30,False
758,李传别宅,海天堂构,130,30,False,130,30,False
759,协和礼拜堂,黄荣远堂,190,570,True,270,70,False
760,黄荣远堂,协和礼拜堂,190,570,True,270,70,False
761,天主堂,李传别宅,50,20,False,50,20,False
762,黄荣远堂,轮渡码头入口,270,570,True,290,70,False
763,许家园,仰高别墅,130,420,True,130,420,True
